,Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date,Team Name,Not Out
32432,AM Rahane,62.0,81,49,4,1,126.53,1,v RCB,Gqeberha,2009-05-10,Mumbai Indians,1.0
32434,AM Rahane,1.0,-1,5,0,0,20.00,2,v Kings XI,Centurion,2009-05-12,Mumbai Indians,0.0
32436,AM Rahane,3.0,-1,7,0,0,42.85,2,v RR,Durban,2009-05-14,Mumbai Indians,0.0
32440,AM Rahane,56.0,-1,41,5,2,136.58,1,v Daredevils,Centurion,2009-05-21,Mumbai Indians,0.0
32442,AM Rahane,18.0,-1,17,1,1,105.88,2,v Daredevils,Jaipur,2011-04-12,Rajasthan Royals,0.0
32444,AM Rahane,6.0,-1,9,0,0,66.66,1,v KKR,Eden Gardens,2011-04-17,Rajasthan Royals,0.0
32450,AM Rahane,15.0,-1,9,2,0,166.66,2,v Warriors,Jaipur,2011-05-01,Rajasthan Royals,1.0
32452,AM Rahane,4.0,-1,8,0,0,50.00,1,v CSK,Chennai,2011-05-04,Rajasthan Royals,0.0
32454,AM Rahane,52.0,-1,36,7,0,144.44,2,v CSK,Jaipur,2011-05-09,Rajasthan Royals,0.0
32456,AM Rahane,17.0,-1,10,1,1,170.00,1,v RCB,Jaipur,2011-05-11,Rajasthan Royals,0.0
32458,AM Rahane,8.0,-1,9,1,0,88.88,1,v Kochi,Indore,2011-05-15,Rajasthan Royals,0.0
32462,AM Rahane,98.0,87,66,16,1,148.48,1,v Kings XI,Jaipur,2012-04-06,Rajasthan Royals,0.0
32464,AM Rahane,0.0,-1,4,0,0,0.00,1,v KKR,Jaipur,2012-04-08,Rajasthan Royals,0.0
32466,AM Rahane,40.0,50,31,4,2,129.03,2,v MI,Wankhede,2012-04-11,Rajasthan Royals,0.0
32468,AM Rahane,19.0,27,16,3,0,118.75,1,v KKR,Eden Gardens,2012-04-13,Rajasthan Royals,0.0
32470,AM Rahane,103.0,86,60,12,5,171.66,1,v RCB,Bengaluru,2012-04-15,Rajasthan Royals,1.0
32472,AM Rahane,44.0,65,31,5,1,141.93,2,v Chargers,Jaipur,2012-04-17,Rajasthan Royals,0.0
32474,AM Rahane,15.0,19,10,3,0,150.00,1,v CSK,Chennai,2012-04-21,Rajasthan Royals,0.0
32476,AM Rahane,13.0,35,18,1,0,72.22,2,v RCB,Jaipur,2012-04-23,Rajasthan Royals,0.0
32478,AM Rahane,84.0,89,63,9,1,133.33,2,v Daredevils,Delhi,2012-04-29,Rajasthan Royals,1.0
32480,AM Rahane,42.0,36,32,7,0,131.25,1,v Daredevils,Jaipur,2012-05-01,Rajasthan Royals,0.0
32482,AM Rahane,5.0,5,6,1,0,83.33,1,v Kings XI,Mohali,2012-05-05,Rajasthan Royals,0.0
32484,AM Rahane,0.0,6,3,0,0,0.00,2,v Warriors,Pune,2012-05-08,Rajasthan Royals,0.0
32486,AM Rahane,17.0,39,22,2,0,77.27,1,v CSK,Jaipur,2012-05-10,Rajasthan Royals,0.0
32488,AM Rahane,61.0,92,47,7,0,129.78,1,v Warriors,Jaipur,2012-05-13,Rajasthan Royals,0.0
32490,AM Rahane,6.0,5,7,1,0,85.71,1,v Chargers,Hyderabad,2012-05-18,Rajasthan Royals,0.0
32492,AM Rahane,13.0,-1,17,2,0,76.47,1,v MI,Jaipur,2012-05-20,Rajasthan Royals,0.0
32494,AM Rahane,28.0,49,24,3,0,116.66,1,v Daredevils,Delhi,2013-04-06,Rajasthan Royals,0.0
32496,AM Rahane,36.0,73,34,3,1,105.88,1,v KKR,Jaipur,2013-04-08,Rajasthan Royals,0.0
32498,AM Rahane,30.0,46,27,3,0,111.11,1,v Warriors,Pune,2013-04-11,Rajasthan Royals,0.0
32500,AM Rahane,34.0,87,42,3,0,80.95,2,v Kings XI,Jaipur,2013-04-14,Rajasthan Royals,1.0
32502,AM Rahane,68.0,96,54,8,1,125.92,1,v MI,Jaipur,2013-04-17,Rajasthan Royals,1.0
32504,AM Rahane,14.0,22,13,2,1,107.69,1,v RCB,Bengaluru,2013-04-20,Rajasthan Royals,0.0
32506,AM Rahane,16.0,32,15,1,0,106.66,1,v CSK,Chennai,2013-04-22,Rajasthan Royals,0.0
32508,AM Rahane,1.0,11,9,0,0,11.11,2,v SRH,Jaipur,2013-04-27,Rajasthan Royals,0.0
32510,AM Rahane,2.0,12,7,0,0,28.57,2,v RCB,Jaipur,2013-04-29,Rajasthan Royals,0.0
32512,AM Rahane,6.0,14,10,1,0,60.00,1,v KKR,Eden Gardens,2013-05-03,Rajasthan Royals,0.0
32514,AM Rahane,67.0,73,48,6,2,139.58,2,v Warriors,Jaipur,2013-05-05,Rajasthan Royals,0.0
32516,AM Rahane,63.0,82,45,5,1,140.00,2,v Daredevils,Jaipur,2013-05-07,Rajasthan Royals,1.0
32518,AM Rahane,59.0,87,49,3,3,120.40,2,v Kings XI,Mohali,2013-05-09,Rajasthan Royals,1.0
32520,AM Rahane,9.0,14,10,1,0,90.00,2,v CSK,Jaipur,2013-05-12,Rajasthan Royals,0.0
32522,AM Rahane,4.0,-1,8,0,0,50.00,2,v MI,Wankhede,2013-05-15,Rajasthan Royals,0.0
32524,AM Rahane,12.0,-1,25,0,1,48.00,2,v SRH,Hyderabad,2013-05-17,Rajasthan Royals,0.0
32526,AM Rahane,18.0,42,20,0,1,90.00,2,v SRH,Delhi,2013-05-22,Rajasthan Royals,0.0
32528,AM Rahane,21.0,30,18,3,0,116.66,1,v MI,Eden Gardens,2013-05-24,Rajasthan Royals,0.0
32530,AM Rahane,59.0,-1,53,6,0,111.32,2,v SRH,Abu Dhabi,2014-04-18,Rajasthan Royals,0.0
32532,AM Rahane,13.0,13,8,2,0,162.50,1,v Kings XI,Sharjah,2014-04-20,Rajasthan Royals,0.0
32534,AM Rahane,15.0,22,12,2,0,125.00,2,v CSK,Dubai (DICS),2014-04-23,Rajasthan Royals,0.0
32536,AM Rahane,23.0,19,19,4,0,121.05,2,v RCB,Abu Dhabi,2014-04-26,Rajasthan Royals,0.0
32538,AM Rahane,72.0,94,59,6,1,122.03,1,v KKR,Abu Dhabi,2014-04-29,Rajasthan Royals,0.0
32540,AM Rahane,12.0,12,10,2,0,120.00,2,v Daredevils,Delhi,2014-05-03,Rajasthan Royals,0.0
32542,AM Rahane,30.0,28,22,3,1,136.36,1,v KKR,Ahmedabad,2014-05-05,Rajasthan Royals,0.0
32544,AM Rahane,0.0,2,3,0,0,0.00,2,v SRH,Ahmedabad,2014-05-08,Rajasthan Royals,0.0
32546,AM Rahane,24.0,34,22,3,0,109.09,2,v RCB,Bengaluru,2014-05-11,Rajasthan Royals,0.0
32548,AM Rahane,4.0,11,7,0,0,57.14,1,v CSK,Ranchi,2014-05-13,Rajasthan Royals,0.0
32550,AM Rahane,64.0,78,50,8,1,128.00,1,v Daredevils,Ahmedabad,2014-05-15,Rajasthan Royals,0.0
32552,AM Rahane,23.0,40,26,2,0,88.46,2,v Kings XI,Mohali,2014-05-23,Rajasthan Royals,0.0
32556,AM Rahane,0.0,7,8,0,0,0.00,1,v Kings XI,Pune,2015-04-10,Rajasthan Royals,0.0
32558,AM Rahane,47.0,72,39,2,3,120.51,2,v Daredevils,Delhi,2015-04-12,Rajasthan Royals,0.0
32560,AM Rahane,46.0,-1,39,4,0,117.94,2,v MI,Ahmedabad,2015-04-14,Rajasthan Royals,0.0
32562,AM Rahane,62.0,86,56,9,0,110.71,2,v SRH,Visakhapatnam,2015-04-16,Rajasthan Royals,0.0
32564,AM Rahane,76.0,86,55,6,2,138.18,2,v CSK,Ahmedabad,2015-04-19,Rajasthan Royals,1.0
32566,AM Rahane,74.0,82,54,6,2,137.03,1,v Kings XI,Ahmedabad,2015-04-21,Rajasthan Royals,0.0
32568,AM Rahane,18.0,23,12,2,1,150.00,1,v RCB,Ahmedabad,2015-04-24,Rajasthan Royals,0.0
32572,AM Rahane,16.0,17,12,2,0,133.33,2,v MI,Wankhede,2015-05-01,Rajasthan Royals,0.0
32574,AM Rahane,91.0,99,54,9,3,168.51,1,v Daredevils,Brabourne,2015-05-03,Rajasthan Royals,1.0
32576,AM Rahane,8.0,3,6,2,0,133.33,2,v SRH,Brabourne,2015-05-07,Rajasthan Royals,0.0
32578,AM Rahane,23.0,29,17,4,0,135.29,2,v CSK,Chennai,2015-05-10,Rajasthan Royals,0.0
32580,AM Rahane,37.0,33,22,3,2,168.18,1,v KKR,Brabourne,2015-05-16,Rajasthan Royals,0.0
32582,AM Rahane,42.0,70,39,4,0,107.69,2,v RCB,Pune,2015-05-20,Rajasthan Royals,0.0
32584,AM Rahane,66.0,65,42,7,3,157.14,2,v MI,Wankhede,2016-04-09,Rising Pune Supergiants,1.0
32586,AM Rahane,21.0,15,17,4,0,123.52,1,v Guj Lions,Rajkot,2016-04-14,Rising Pune Supergiants,0.0
32588,AM Rahane,9.0,9,11,2,0,81.81,1,v Kings XI,Mohali,2016-04-17,Rising Pune Supergiants,0.0
32590,AM Rahane,60.0,76,46,8,0,130.43,2,v RCB,Pune,2016-04-22,Rising Pune Supergiants,0.0
32592,AM Rahane,67.0,68,52,4,3,128.84,1,v KKR,Pune,2016-04-24,Rising Pune Supergiants,0.0
32594,AM Rahane,0.0,2,5,0,0,0.00,2,v SRH,Hyderabad,2016-04-26,Rising Pune Supergiants,0.0
32596,AM Rahane,53.0,62,45,5,0,117.77,1,v Guj Lions,Pune,2016-04-29,Rising Pune Supergiants,0.0
32598,AM Rahane,4.0,8,5,0,0,80.00,1,v MI,Pune,2016-05-01,Rising Pune Supergiants,0.0
32600,AM Rahane,63.0,94,48,7,0,131.25,2,v Daredevils,Delhi,2016-05-05,Rising Pune Supergiants,1.0
32602,AM Rahane,74.0,95,48,8,2,154.16,1,v RCB,Bengaluru,2016-05-07,Rising Pune Supergiants,0.0
32604,AM Rahane,0.0,1,3,0,0,0.00,2,v SRH,Visakhapatnam,2016-05-10,Rising Pune Supergiants,0.0
32606,AM Rahane,2.0,-1,6,0,0,33.33,1,v KKR,Eden Gardens,2016-05-14,Rising Pune Supergiants,0.0
32608,AM Rahane,42.0,-1,36,5,1,116.66,2,v Daredevils,Visakhapatnam,2016-05-17,Rising Pune Supergiants,1.0
32610,AM Rahane,19.0,22,15,4,0,126.66,2,v Kings XI,Visakhapatnam,2016-05-21,Rising Pune Supergiants,0.0
32612,AM Rahane,60.0,48,34,6,3,176.47,2,v MI,Pune,2017-04-06,Rising Pune Supergiant,0.0
32614,AM Rahane,19.0,-1,15,1,1,126.66,1,v Kings XI,Indore,2017-04-08,Rising Pune Supergiant,0.0
32616,AM Rahane,10.0,13,9,0,0,111.11,2,v Daredevils,Pune,2017-04-11,Rising Pune Supergiant,0.0
32618,AM Rahane,0.0,2,3,0,0,0.00,1,v Guj Lions,Rajkot,2017-04-14,Rising Pune Supergiant,0.0
32620,AM Rahane,30.0,37,25,5,0,120.00,1,v RCB,Bengaluru,2017-04-16,Rising Pune Supergiant,0.0
32622,AM Rahane,2.0,12,7,0,0,28.57,2,v SRH,Pune,2017-04-22,Rising Pune Supergiant,0.0
32624,AM Rahane,38.0,43,32,5,1,118.75,1,v MI,Wankhede,2017-04-24,Rising Pune Supergiant,0.0
32626,AM Rahane,46.0,57,41,4,1,112.19,1,v KKR,Pune,2017-04-26,Rising Pune Supergiant,0.0
32628,AM Rahane,6.0,14,8,0,0,75.00,1,v RCB,Pune,2017-04-29,Rising Pune Supergiant,0.0
32630,AM Rahane,4.0,3,4,1,0,100.00,2,v Guj Lions,Pune,2017-05-01,Rising Pune Supergiant,0.0
32632,AM Rahane,11.0,6,9,2,0,122.22,2,v KKR,Eden Gardens,2017-05-03,Rising Pune Supergiant,0.0
32634,AM Rahane,22.0,33,20,0,1,110.00,1,v SRH,Hyderabad,2017-05-06,Rising Pune Supergiant,0.0
32636,AM Rahane,0.0,1,1,0,0,0.00,2,v Daredevils,Delhi,2017-05-12,Rising Pune Supergiant,0.0
32638,AM Rahane,34.0,47,34,1,1,100.00,2,v Kings XI,Pune,2017-05-14,Rising Pune Supergiant,1.0
32640,AM Rahane,56.0,60,43,5,1,130.23,1,v MI,Wankhede,2017-05-16,Rising Pune Supergiant,0.0
32642,AM Rahane,44.0,53,38,5,0,115.78,2,v MI,Hyderabad,2017-05-21,Rising Pune Supergiant,0.0
32644,AM Rahane,13.0,-1,13,2,0,100.00,1,v SRH,Hyderabad,2018-04-09,Rajasthan Royals,0.0
32646,AM Rahane,45.0,-1,40,5,0,112.50,1,v Daredevils,Jaipur,2018-04-11,Rajasthan Royals,0.0
32648,AM Rahane,36.0,-1,20,6,1,180.00,1,v RCB,Bengaluru,2018-04-15,Rajasthan Royals,0.0
32650,AM Rahane,36.0,-1,19,5,1,189.47,1,v KKR,Jaipur,2018-04-18,Rajasthan Royals,0.0
32652,AM Rahane,16.0,-1,11,1,1,145.45,2,v CSK,Pune,2018-04-20,Rajasthan Royals,0.0
32654,AM Rahane,14.0,-1,17,1,0,82.35,2,v MI,Jaipur,2018-04-22,Rajasthan Royals,0.0
32656,AM Rahane,65.0,-1,53,5,1,122.64,2,v SRH,Jaipur,2018-04-29,Rajasthan Royals,1.0
32660,AM Rahane,5.0,-1,7,0,0,71.42,1,v Kings XI,Indore,2018-05-06,Rajasthan Royals,0.0
32662,AM Rahane,9.0,-1,10,1,0,90.00,1,v Kings XI,Jaipur,2018-05-08,Rajasthan Royals,0.0
32664,AM Rahane,4.0,-1,3,1,0,133.33,2,v CSK,Jaipur,2018-05-11,Rajasthan Royals,0.0
32666,AM Rahane,37.0,-1,36,4,0,102.77,2,v MI,Wankhede,2018-05-13,Rajasthan Royals,0.0
32668,AM Rahane,11.0,-1,12,1,0,91.66,1,v KKR,Eden Gardens,2018-05-15,Rajasthan Royals,0.0
32670,AM Rahane,33.0,-1,31,3,0,106.45,1,v RCB,Jaipur,2018-05-19,Rajasthan Royals,0.0
32672,AM Rahane,46.0,-1,41,4,1,112.19,2,v KKR,Eden Gardens,2018-05-23,Rajasthan Royals,0.0
32674,AM Rahane,27.0,36,20,4,0,135.00,2,v Kings XI,Jaipur,2019-03-25,Rajasthan Royals,0.0
32676,AM Rahane,70.0,77,49,4,3,142.85,1,v SRH,Hyderabad,2019-03-29,Rajasthan Royals,0.0
32678,AM Rahane,0.0,-1,2,0,0,0.00,2,v CSK,Chennai,2019-03-31,Rajasthan Royals,0.0
32680,AM Rahane,22.0,37,20,4,0,110.00,2,v RCB,Jaipur,2019-04-02,Rajasthan Royals,0.0
32682,AM Rahane,5.0,8,7,1,0,71.42,1,v KKR,Jaipur,2019-04-07,Rajasthan Royals,0.0
32684,AM Rahane,14.0,16,11,3,0,127.27,1,v CSK,Jaipur,2019-04-11,Rajasthan Royals,0.0
32686,AM Rahane,37.0,34,21,6,1,176.19,2,v MI,Wankhede,2019-04-13,Rajasthan Royals,0.0
32688,AM Rahane,26.0,37,21,1,0,123.80,2,v Kings XI,Mohali,2019-04-16,Rajasthan Royals,0.0
32690,AM Rahane,12.0,18,12,2,0,100.00,2,v MI,Jaipur,2019-04-20,Rajasthan Royals,0.0
32692,AM Rahane,105.0,100,63,11,3,166.66,1,v DC,Jaipur,2019-04-22,Rajasthan Royals,1.0
32694,AM Rahane,34.0,25,21,5,1,161.90,2,v KKR,Eden Gardens,2019-04-25,Rajasthan Royals,0.0
32696,AM Rahane,39.0,53,34,4,1,114.70,2,v SRH,Jaipur,2019-04-27,Rajasthan Royals,0.0
32700,AM Rahane,2.0,9,4,0,0,50.00,1,v DC,Delhi,2019-05-04,Rajasthan Royals,0.0
32702,AM Rahane,15.0,-1,15,3,0,100.00,1,v MI,Abu Dhabi,2020-10-11,Delhi Capitals,0.0
32704,AM Rahane,2.0,-1,9,0,0,22.22,1,v RR,Dubai (DICS),2020-10-14,Delhi Capitals,0.0
32706,AM Rahane,8.0,-1,10,1,0,80.00,2,v CSK,Sharjah,2020-10-17,Delhi Capitals,0.0
32708,AM Rahane,0.0,-1,1,0,0,0.00,2,v KKR,Abu Dhabi,2020-10-24,Delhi Capitals,0.0
32710,AM Rahane,26.0,-1,19,3,1,136.84,2,v SRH,Dubai (DICS),2020-10-27,Delhi Capitals,0.0
32712,AM Rahane,60.0,-1,46,5,1,130.43,2,v RCB,Abu Dhabi,2020-11-02,Delhi Capitals,0.0
32714,AM Rahane,0.0,-1,3,0,0,0.00,2,v MI,Dubai (DICS),2020-11-05,Delhi Capitals,0.0
32718,AM Rahane,2.0,-1,4,0,0,50.00,1,v MI,Dubai (DICS),2020-11-10,Delhi Capitals,0.0
32722,AM Rahane,8.0,21,8,1,0,100.00,1,v RR,Wankhede,2021-04-15,Delhi Capitals,0.0
32724,AM Rahane,44.0,56,34,6,1,129.41,2,v CSK,Wankhede,2022-03-26,Kolkata Knight Riders,0.0
32726,AM Rahane,9.0,25,10,1,0,90.00,1,v RCB,DY Patil,2022-03-30,Kolkata Knight Riders,0.0
32728,AM Rahane,12.0,11,11,3,0,109.09,2,v Punjab Kings,Wankhede,2022-04-01,Kolkata Knight Riders,0.0
32730,AM Rahane,7.0,22,11,0,0,63.63,2,v MI,Pune,2022-04-06,Kolkata Knight Riders,0.0
32732,AM Rahane,8.0,29,14,1,0,57.14,2,v DC,Brabourne,2022-04-10,Kolkata Knight Riders,0.0
32734,AM Rahane,25.0,51,24,3,0,104.16,1,v MI,DY Patil,2022-05-09,Kolkata Knight Riders,0.0
32736,AM Rahane,28.0,45,24,0,3,116.66,1,v SRH,Pune,2022-05-14,Kolkata Knight Riders,0.0
32738,AM Rahane,61.0,33,27,7,3,225.92,2,v MI,Wankhede,2023-04-08,Chennai Super Kings,0.0
32740,AM Rahane,31.0,38,19,2,1,163.15,2,v RR,Chennai,2023-04-12,Chennai Super Kings,0.0
32742,AM Rahane,37.0,33,20,3,2,185.00,1,v RCB,Bengaluru,2023-04-17,Chennai Super Kings,0.0
32744,AM Rahane,9.0,15,10,0,0,90.00,2,v SRH,Chennai,2023-04-21,Chennai Super Kings,0.0
32746,AM Rahane,71.0,70,29,6,5,244.82,1,v KKR,Eden Gardens,2023-04-23,Chennai Super Kings,1.0
32748,AM Rahane,15.0,23,13,0,0,115.38,2,v RR,Jaipur,2023-04-27,Chennai Super Kings,0.0
32754,AM Rahane,21.0,23,17,1,1,123.52,2,v MI,Chennai,2023-05-06,Chennai Super Kings,0.0
32756,AM Rahane,21.0,31,20,2,0,105.00,1,v DC,Chennai,2023-05-10,Chennai Super Kings,0.0
32758,AM Rahane,16.0,24,11,1,1,145.45,1,v KKR,Chennai,2023-05-14,Chennai Super Kings,0.0
32762,AM Rahane,17.0,15,10,0,1,170.00,1,v GT,Chennai,2023-05-23,Chennai Super Kings,0.0
32764,AM Rahane,27.0,20,13,2,2,207.69,2,v GT,Ahmedabad,2023-05-28,Chennai Super Kings,0.0
32766,AM Rahane,27.0,26,19,0,2,142.10,2,v RCB,Chennai,2024-03-22,Chennai Super Kings,0.0
32768,AM Rahane,12.0,19,12,0,0,100.00,1,v GT,Chennai,2024-03-26,Chennai Super Kings,0.0
32770,AM Rahane,45.0,64,30,5,2,150.00,2,v DC,Visakhapatnam,2024-03-31,Chennai Super Kings,0.0
32772,AM Rahane,35.0,54,30,2,1,116.66,1,v SRH,Hyderabad,2024-04-05,Chennai Super Kings,0.0
32776,AM Rahane,5.0,8,8,1,0,62.50,1,v MI,Wankhede,2024-04-14,Chennai Super Kings,0.0
32778,AM Rahane,36.0,38,24,5,1,150.00,1,v LSG,Lucknow,2024-04-19,Chennai Super Kings,0.0
32780,AM Rahane,1.0,4,3,0,0,33.33,1,v LSG,Chennai,2024-04-23,Chennai Super Kings,0.0
32782,AM Rahane,9.0,15,12,1,0,75.00,1,v SRH,Chennai,2024-04-28,Chennai Super Kings,0.0
32784,AM Rahane,29.0,35,24,5,0,120.83,1,v Punjab Kings,Chennai,2024-05-01,Chennai Super Kings,0.0
32786,AM Rahane,9.0,10,7,1,0,128.57,1,v Punjab Kings,Dharamsala,2024-05-05,Chennai Super Kings,0.0
32788,AM Rahane,1.0,6,5,0,0,20.00,2,v GT,Ahmedabad,2024-05-10,Chennai Super Kings,0.0
32790,AM Rahane,33.0,32,22,3,1,150.00,2,v RCB,Bengaluru,2024-05-18,Chennai Super Kings,0.0
42506,AP Tare,23.0,-1,13,3,1,176.92,1,v RR,Brabourne,2010-03-13,Mumbai Indians,0.0
42508,AP Tare,17.0,-1,10,0,2,170.00,1,v Daredevils,Delhi,2010-03-17,Mumbai Indians,0.0
42510,AP Tare,9.0,-1,10,2,0,90.00,1,v RCB,Brabourne,2010-03-20,Mumbai Indians,0.0
42518,AP Tare,1.0,-1,3,0,0,33.33,1,v KKR,Eden Gardens,2010-04-19,Mumbai Indians,0.0
42520,AP Tare,59.0,-1,37,8,1,159.45,1,v RR,Wankhede,2013-05-15,Mumbai Indians,0.0
42522,AP Tare,22.0,16,12,2,2,183.33,2,v Kings XI,Dharamsala,2013-05-18,Mumbai Indians,0.0
42524,AP Tare,7.0,8,7,1,0,100.00,2,v CSK,Delhi,2013-05-21,Mumbai Indians,0.0
42526,AP Tare,35.0,41,27,3,2,129.62,2,v RR,Eden Gardens,2013-05-24,Mumbai Indians,0.0
42528,AP Tare,0.0,7,1,0,0,0.00,1,v CSK,Eden Gardens,2013-05-26,Mumbai Indians,0.0
42530,AP Tare,24.0,36,22,2,1,109.09,2,v KKR,Abu Dhabi,2014-04-16,Mumbai Indians,0.0
42532,AP Tare,17.0,35,18,2,0,94.44,1,v RCB,Dubai (DICS),2014-04-19,Mumbai Indians,0.0
42534,AP Tare,23.0,19,19,4,0,121.05,1,v CSK,Dubai (DICS),2014-04-25,Mumbai Indians,0.0
42536,AP Tare,8.0,15,10,1,0,80.00,1,v Daredevils,Sharjah,2014-04-27,Mumbai Indians,0.0
42538,AP Tare,7.0,12,5,1,0,140.00,2,v SRH,Dubai (DICS),2014-04-30,Mumbai Indians,0.0
42540,AP Tare,16.0,15,6,1,1,266.66,2,v Kings XI,Wankhede,2014-05-03,Mumbai Indians,1.0
42544,AP Tare,9.0,12,5,2,0,180.00,1,v CSK,Wankhede,2014-05-10,Mumbai Indians,0.0
42548,AP Tare,2.0,2,3,0,0,66.66,1,v KKR,Cuttack,2014-05-14,Mumbai Indians,1.0
42554,AP Tare,14.0,10,8,3,0,175.00,1,v Daredevils,Wankhede,2014-05-23,Mumbai Indians,0.0
42556,AP Tare,6.0,3,1,0,1,600.00,2,v RR,Wankhede,2014-05-25,Mumbai Indians,1.0
42558,AP Tare,0.0,-1,1,0,0,0.00,1,v CSK,Brabourne,2014-05-28,Mumbai Indians,0.0
42560,AP Tare,7.0,7,7,1,0,100.00,1,v KKR,Eden Gardens,2015-04-08,Mumbai Indians,0.0
42562,AP Tare,7.0,12,10,0,0,70.00,2,v Kings XI,Wankhede,2015-04-12,Mumbai Indians,0.0
42566,AP Tare,0.0,1,1,0,0,0.00,2,v Kings XI,Hyderabad,2016-04-23,Sunrisers Hyderabad,0.0
42568,AP Tare,8.0,18,14,1,0,57.14,1,v Supergiants,Hyderabad,2016-04-26,Sunrisers Hyderabad,0.0
42570,AP Tare,18.0,20,17,3,0,105.88,2,v RCB,Bengaluru,2017-04-08,Delhi Daredevils,0.0
42572,AP Tare,0.0,6,5,0,0,0.00,1,v Supergiant,Pune,2017-04-11,Delhi Daredevils,0.0
42574,AP Tare,0.0,3,1,0,0,0.00,2,v MI,Wankhede,2017-04-22,Delhi Daredevils,0.0
29348,AR Patel,2.0,-1,3,0,0,66.66,2,v CSK,Abu Dhabi,2014-04-18,Kings XI Punjab,0.0
29354,AR Patel,7.0,19,10,0,0,70.00,1,v KKR,Abu Dhabi,2014-04-26,Kings XI Punjab,0.0
29362,AR Patel,2.0,7,3,0,0,66.66,1,v RCB,Bengaluru,2014-05-09,Kings XI Punjab,0.0
29364,AR Patel,1.0,1,1,0,0,100.00,1,v KKR,Cuttack,2014-05-11,Kings XI Punjab,0.0
29368,AR Patel,42.0,52,35,5,1,120.00,2,v Daredevils,Delhi,2014-05-19,Kings XI Punjab,1.0
29370,AR Patel,6.0,9,6,1,0,100.00,1,v MI,Mohali,2014-05-21,Kings XI Punjab,0.0
29376,AR Patel,2.0,10,2,0,0,100.00,2,v KKR,Eden Gardens,2014-05-27,Kings XI Punjab,0.0
29382,AR Patel,24.0,59,28,2,0,85.71,2,v RR,Pune,2015-04-10,Kings XI Punjab,0.0
29386,AR Patel,13.0,12,10,0,1,130.00,1,v Daredevils,Pune,2015-04-15,Kings XI Punjab,0.0
29388,AR Patel,2.0,6,3,0,0,66.66,1,v KKR,Pune,2015-04-18,Kings XI Punjab,0.0
29390,AR Patel,12.0,18,7,1,0,171.42,2,v RR,Ahmedabad,2015-04-21,Kings XI Punjab,1.0
29392,AR Patel,9.0,6,10,0,1,90.00,2,v CSK,Chennai,2015-04-25,Kings XI Punjab,0.0
29394,AR Patel,17.0,23,13,0,1,130.76,2,v SRH,Mohali,2015-04-27,Kings XI Punjab,0.0
29396,AR Patel,22.0,39,26,0,1,84.61,1,v Daredevils,Delhi,2015-05-01,Kings XI Punjab,0.0
29398,AR Patel,0.0,1,1,0,0,0.00,2,v MI,Mohali,2015-05-03,Kings XI Punjab,0.0
29400,AR Patel,40.0,37,21,5,2,190.47,2,v RCB,Bengaluru,2015-05-06,Kings XI Punjab,1.0
29404,AR Patel,15.0,26,11,2,0,136.36,2,v SRH,Hyderabad,2015-05-11,Kings XI Punjab,0.0
29406,AR Patel,20.0,-1,15,1,1,133.33,1,v RCB,Mohali,2015-05-13,Kings XI Punjab,1.0
29408,AR Patel,32.0,36,29,2,1,110.34,1,v CSK,Mohali,2015-05-16,Kings XI Punjab,0.0
29410,AR Patel,4.0,3,2,0,0,200.00,1,v Guj Lions,Mohali,2016-04-11,Kings XI Punjab,1.0
29412,AR Patel,11.0,28,22,1,0,50.00,1,v Daredevils,Delhi,2016-04-15,Kings XI Punjab,0.0
29416,AR Patel,9.0,11,8,0,0,112.50,1,v KKR,Mohali,2016-04-19,Kings XI Punjab,0.0
29418,AR Patel,36.0,32,17,1,3,211.76,1,v SRH,Hyderabad,2016-04-23,Kings XI Punjab,1.0
29420,AR Patel,0.0,4,2,0,0,0.00,2,v MI,Mohali,2016-04-25,Kings XI Punjab,0.0
29422,AR Patel,0.0,5,2,0,0,0.00,1,v Guj Lions,Rajkot,2016-05-01,Kings XI Punjab,0.0
29424,AR Patel,21.0,10,7,1,2,300.00,2,v KKR,Eden Gardens,2016-05-04,Kings XI Punjab,0.0
29426,AR Patel,16.0,10,5,0,2,320.00,1,v Daredevils,Mohali,2016-05-07,Kings XI Punjab,1.0
29434,AR Patel,13.0,-1,9,1,1,144.44,2,v RCB,Bengaluru,2016-05-18,Kings XI Punjab,0.0
29436,AR Patel,1.0,8,3,0,0,33.33,1,v Supergiants,Visakhapatnam,2016-05-21,Kings XI Punjab,0.0
29438,AR Patel,24.0,-1,22,1,1,109.09,2,v Supergiant,Indore,2017-04-08,Kings XI Punjab,0.0
29440,AR Patel,9.0,12,6,0,1,150.00,2,v RCB,Indore,2017-04-10,Kings XI Punjab,0.0
29442,AR Patel,0.0,3,1,0,0,0.00,1,v KKR,Eden Gardens,2017-04-13,Kings XI Punjab,0.0
29444,AR Patel,44.0,42,29,1,3,151.72,2,v Daredevils,Delhi,2017-04-15,Kings XI Punjab,0.0
29446,AR Patel,7.0,14,12,0,0,58.33,2,v SRH,Hyderabad,2017-04-17,Kings XI Punjab,0.0
29448,AR Patel,4.0,13,5,0,0,80.00,1,v MI,Indore,2017-04-20,Kings XI Punjab,1.0
29450,AR Patel,34.0,23,17,3,2,200.00,1,v Guj Lions,Rajkot,2017-04-23,Kings XI Punjab,0.0
